EEID,Full Name,Job Title,Department,Business Unit,Gender,Ethnicity,Age,Hire Date,Annual Salary,Bonus %,Country,City,Exit Date
E03824,Jameson Martin,Technical Architect,IT,Corporate,Male,Caucasian,37,2008-02-15,"$71,695 ",0% ,United States,Phoenix,
E02492,Sebastian Gupta,Sr. Analyst,Marketing,Corporate,Male,Asian,40,2014-09-22,"$73,779 ",0% ,China,Chongqing,2019-05-09
E01733,Eloise Pham,Manager,Sales,Speciality Products,Female,Asian,45,2011-10-20,"$123,640 ",7% ,China,Shanghai,
E02857,Valentina Davis,Analyst,Sales,Speciality Products,Female,Caucasian,33,2014-04-13,"$46,878 ",0% ,United States,Miami,
E04938,Brooklyn Daniels,Analyst,Marketing,Speciality Products,Female,Caucasian,64,2003-02-10,"$57,032 ",0% ,United States,Miami,
E04952,Paisley Gomez,Sr. Analyst,Sales,Manufacturing,Female,Latino,57,2007-10-02,"$98,150 ",0% ,Brazil,Rio de Janerio,
E02420,Madison Li,Director,Marketing,Manufacturing,Female,Asian,35,2017-03-06,"$171,426 ",15% ,China,Beijing,2017-09-22
E01639,Everleigh Simmons,Analyst,Finance,Manufacturing,Female,Caucasian,55,2021-04-16,"$48,266 ",0% ,United States,Chicago,
E03947,Logan Soto,Vice President,Finance,Research & Development,Male,Latino,36,2018-08-18,"$223,404 ",32% ,United States,Columbus,
E04535,Charlotte Vo,System Administrator ,IT,Speciality Products,Female,Asian,57,2014-01-10,"$74,854 ",0% ,United States,Seattle,
E00380,Alice Thompson,Vice President,Accounting,Speciality Products,Female,Caucasian,48,2007-04-25,"$217,783 ",36% ,United States,Seattle,
E01432,Peyton Garza,Systems Analyst,IT,Manufacturing,Female,Latino,53,2004-08-15,"$44,735 ",0% ,Brazil,Manaus,
E02628,Nora Nelson,Analyst II,Finance,Manufacturing,Female,Caucasian,41,2007-01-09,"$50,685 ",0% ,United States,Columbus,
E03578,Maverick Li,Analyst II,Sales,Research & Development,Male,Asian,34,2018-03-10,"$58,993 ",0% ,United States,Austin,
E03563,Ian Barnes,Operations Engineer,Engineering,Corporate,Male,Caucasian,47,2020-06-08,"$115,765 ",0% ,United States,Miami,2021-02-02
E02781,Athena Vu,Director,Accounting,Manufacturing,Female,Asian,63,2007-03-06,"$193,044 ",15% ,United States,Miami,
E04739,Ruby Washington,Analyst,Marketing,Research & Development,Female,Black,65,2011-06-17,"$56,686 ",0% ,United States,Seattle,2015-06-09
E02665,Bella Butler,Sr. Manger,Finance,Manufacturing,Female,Black,33,2019-10-25,"$131,652 ",11% ,United States,Seattle,
E04132,Kinsley Henry,Director,Marketing,Manufacturing,Female,Black,45,2008-02-29,"$150,577 ",25% ,United States,Miami,
E00276,Kennedy Romero,Engineering Manager,Engineering,Research & Development,Female,Latino,37,2018-12-27,"$87,359 ",11% ,Brazil,Rio de Janerio,
E04277,Zoe Do,Analyst II,Sales,Speciality Products,Female,Asian,60,2014-01-08,"$51,877 ",0% ,China,Beijing,
E03890,Everett Khan,Solutions Architect,IT,Manufacturing,Male,Asian,43,2017-01-18,"$86,417 ",0% ,United States,Chicago,
E02012,Anna Han,System Administrator ,IT,Research & Development,Female,Asian,65,2003-05-08,"$96,548 ",0% ,United States,Austin,
E02881,Leilani Sharma,Sr. Analyst,Accounting,Manufacturing,Female,Asian,43,2014-01-23,"$92,940 ",0% ,China,Chengdu,
E03750,Jordan Cho,Analyst II,Accounting,Speciality Products,Male,Asian,28,2018-08-24,"$61,410 ",0% ,United States,Phoenix,
E00605,Nova Williams,Manager,Finance,Speciality Products,Female,Black,61,2010-04-25,"$110,302 ",6% ,United States,Miami,
E04641,Scarlett Hill,Director,Engineering,Speciality Products,Female,Black,45,2018-04-22,"$187,205 ",24% ,United States,Columbus,2022-06-20
E01019,Dominic Scott,Sr. Analyst,Sales,Corporate,Male,Caucasian,45,2011-03-16,"$81,687 ",0% ,United States,Phoenix,
E01519,Anthony Marquez,Vice President,IT,Speciality Products,Male,Latino,54,2009-08-15,"$241,083 ",39% ,United States,Columbus,
E03694,Elena Patterson,Vice President,Finance,Speciality Products,Female,Black,38,2018-11-09,"$223,805 ",36% ,United States,Chicago,
E01123,Madison Nelson,Director,Accounting,Corporate,Female,Caucasian,27,2021-07-16,"$161,759 ",16% ,United States,Miami,
E01366,William Walker,Computer Systems Manager,IT,Research & Development,Male,Black,40,2019-02-24,"$95,899 ",10% ,United States,Columbus,2021-03-08
E04005,Lincoln Wong,Sr. Analyst,Finance,Corporate,Male,Asian,49,2019-06-07,"$80,700 ",0% ,United States,Columbus,
E02770,James Huang,Manager,Human Resources,Speciality Products,Male,Asian,54,1997-03-11,"$128,136 ",5% ,China,Beijing,
E04018,Emery Ford,Analyst II,Marketing,Corporate,Female,Caucasian,39,2017-04-18,"$58,745 ",0% ,United States,Austin,
E01591,Paisley Trinh,Technical Architect,IT,Corporate,Female,Asian,57,1992-05-04,"$76,202 ",0% ,United States,Austin,1994-12-18
E04940,Hudson Williams,Vice President,Sales,Speciality Products,Male,Black,36,2018-03-19,"$195,200 ",36% ,United States,Austin,
E03465,Harper Phan,Analyst II,Finance,Manufacturing,Female,Asian,45,2016-12-07,"$71,454 ",0% ,China,Shanghai,
E03870,Madeline Allen,Cloud Infrastructure Architect,IT,Manufacturing,Female,Caucasian,30,2020-02-03,"$94,652 ",0% ,United States,Seattle,
E01927,Charles Moore,Technical Architect,IT,Manufacturing,Male,Black,34,2016-02-16,"$63,411 ",0% ,United States,Miami,
E03064,Lincoln Fong,Analyst II,Sales,Speciality Products,Male,Asian,31,2020-02-17,"$67,171 ",0% ,China,Chongqing,2021-05-01
E01883,Isla Guzman,Sr. Manger,Accounting,Speciality Products,Female,Latino,28,2019-07-06,"$152,036 ",15% ,Brazil,Rio de Janerio,
E03984,Hailey Foster,Controls Engineer,Engineering,Manufacturing,Female,Black,55,2021-03-21,"$95,562 ",0% ,United States,Chicago,
E00446,Hudson Hill,Sr. Analyst,Sales,Research & Development,Male,Caucasian,30,2019-11-04,"$96,092 ",0% ,United States,Austin,
E02825,Wyatt Li,Vice President,Engineering,Manufacturing,Male,Asian,63,2013-06-03,"$254,289 ",39% ,United States,Chicago,
E04174,Maverick Henry,Computer Systems Manager,IT,Research & Development,Male,Caucasian,26,2019-07-10,"$69,110 ",5% ,United States,Chicago,
E01899,Xavier Jackson,Vice President,Marketing,Speciality Products,Male,Caucasian,52,2002-06-11,"$236,314 ",34% ,United States,Miami,
E02562,Christian Medina,Analyst,Marketing,Corporate,Male,Latino,51,2007-06-19,"$45,206 ",0% ,United States,Columbus,
E01006,Autumn Leung,Vice President,Finance,Research & Development,Female,Asian,25,2021-11-15,"$210,708 ",33% ,United States,Chicago,
E02903,Robert Vazquez,System Administrator ,IT,Corporate,Male,Latino,40,2021-09-26,"$87,770 ",0% ,United States,Austin,
E03642,Aria Roberts,Manager,Accounting,Corporate,Female,Caucasian,38,2015-08-12,"$106,858 ",5% ,United States,Seattle,
E02884,Axel Johnson,Director,Human Resources,Corporate,Male,Caucasian,60,2015-04-14,"$155,788 ",17% ,United States,Seattle,
E00701,Madeline Garcia,Sr. Business Partner,Human Resources,Speciality Products,Female,Latino,45,2019-04-26,"$74,891 ",0% ,Brazil,Rio de Janerio,
E04720,Christopher Chung,Controls Engineer,Engineering,Corporate,Male,Asian,28,2021-12-18,"$95,670 ",0% ,United States,Phoenix,
E01985,Eliana Turner,Account Representative,Sales,Research & Development,Female,Black,65,2000-09-29,"$67,837 ",0% ,United States,Austin,
E03273,Daniel Shah,Analyst II,Sales,Research & Development,Male,Asian,41,2010-06-04,"$72,425 ",0% ,China,Beijing,
E02415,Penelope Gonzalez,Sr. Analyst,Sales,Corporate,Female,Latino,52,1994-10-16,"$93,103 ",0% ,United States,Phoenix,
E02877,Mila Allen,Controls Engineer,Engineering,Corporate,Female,Caucasian,56,2015-10-14,"$76,272 ",0% ,United States,Miami,2021-10-22
E00091,Emilia Chu,Analyst II,Finance,Manufacturing,Female,Asian,48,2003-06-24,"$55,760 ",0% ,United States,Austin,
E02563,Emily Clark,Vice President,Accounting,Corporate,Female,Caucasian,36,2020-01-13,"$253,294 ",40% ,United States,Miami,
E04221,Roman King,Analyst II,Finance,Corporate,Male,Caucasian,60,2007-08-16,"$58,671 ",0% ,United States,Columbus,
E04887,Emery Do,Account Representative,Sales,Research & Development,Female,Asian,40,2018-03-16,"$55,457 ",0% ,United States,Columbus,
E03170,Autumn Thao,Account Representative,Sales,Manufacturing,Female,Asian,63,2017-09-26,"$72,340 ",0% ,United States,Phoenix,2019-04-03
E01636,Naomi Coleman,Manager,Marketing,Corporate,Female,Caucasian,29,2016-11-02,"$122,054 ",6% ,United States,Phoenix,
E01387,Cora Zheng,Director,IT,Manufacturing,Female,Asian,27,2018-01-03,"$167,100 ",20% ,China,Chengdu,
E01363,Ayla Daniels,Technical Architect,IT,Corporate,Female,Caucasian,53,1997-04-23,"$78,153 ",0% ,United States,Miami,
E02249,Allison Daniels,Manager,Finance,Manufacturing,Female,Caucasian,37,2020-04-14,"$103,524 ",9% ,United States,Phoenix,
E02987,Mateo Harris,Manager,IT,Corporate,Male,Caucasian,30,2017-08-05,"$119,906 ",5% ,United States,Columbus,
E03655,Samantha Rogers,Analyst,Marketing,Speciality Products,Female,Caucasian,28,2020-01-17,"$45,061 ",0% ,United States,Miami,
E04048,Julian Lee,IT Systems Architect,IT,Corporate,Male,Asian,51,2003-01-17,"$91,399 ",0% ,United States,Seattle,
E03626,Nicholas Avila,Enterprise Architect,IT,Research & Development,Male,Latino,28,2017-09-28,"$97,336 ",0% ,United States,Austin,
E03694,Hailey Watson,Sr. Manger,Accounting,Corporate,Female,Black,31,2017-01-20,"$124,629 ",10% ,United States,Columbus,
E02920,Willow Woods,Vice President,Human Resources,Speciality Products,Female,Caucasian,28,2021-07-25,"$231,850 ",39% ,United States,Miami,
E03220,Alexander Gonzales,Manager,Accounting,Research & Development,Male,Latino,34,2018-06-04,"$128,329 ",8% ,United States,Phoenix,
E01347,Aiden Gonzales,Vice President,Marketing,Speciality Products,Male,Latino,44,2021-03-28,"$186,033 ",34% ,Brazil,Sao Paulo,
E03968,Joshua Chin,Sr. Manger,Marketing,Manufacturing,Male,Asian,60,2021-07-26,"$121,480 ",14% ,United States,Phoenix,
E04299,Paisley Hall,Director,Human Resources,Speciality Products,Female,Caucasian,41,2010-05-21,"$153,275 ",24% ,United States,Columbus,
E01150,Allison Leung,Sr. Analyst,Sales,Research & Development,Female,Asian,62,2020-05-18,"$97,830 ",0% ,United States,Austin,
E03774,Hannah Mejia,Vice President,Marketing,Corporate,Female,Latino,47,1999-03-13,"$239,394 ",32% ,United States,Austin,
E01638,Elizabeth Huang,Analyst,Finance,Speciality Products,Female,Asian,62,2002-09-20,"$49,738 ",0% ,China,Beijing,
E01877,Abigail Garza,Analyst,Accounting,Manufacturing,Female,Latino,33,2018-05-27,"$45,049 ",0% ,United States,Seattle,
E01193,Raelynn Lu,Director,Finance,Research & Development,Female,Asian,27,2020-05-26,"$153,628 ",29% ,China,Chongqing,2020-12-12
E01789,Charles Luu,Sr. Manger,Sales,Manufacturing,Male,Asian,25,2021-06-15,"$142,731 ",11% ,China,Shanghai,2022-06-03
E01422,Lydia Espinoza,Sr. Manger,Marketing,Speciality Products,Female,Latino,29,2020-05-15,"$137,106 ",12% ,Brazil,Sao Paulo,
E00440,Adeline Thao,Vice President,Finance,Corporate,Female,Asian,54,2007-09-05,"$183,239 ",32% ,United States,Seattle,
E00145,Kinsley Dixon,Analyst,Accounting,Manufacturing,Female,Caucasian,28,2019-05-25,"$45,819 ",0% ,United States,Miami,
E04150,Natalia Vu,Analyst,Accounting,Research & Development,Female,Asian,54,2006-12-29,"$55,518 ",0% ,United States,Columbus,
E02846,Julia Mai,Manager,Marketing,Manufacturing,Female,Asian,50,2012-03-11,"$108,134 ",10% ,China,Shanghai,
E04247,Camila Evans,Manager,Marketing,Research & Development,Female,Black,55,1992-12-20,"$113,950 ",9% ,United States,Miami,
E02613,Everly Lai,Vice President,Marketing,Speciality Products,Female,Asian,52,1998-04-01,"$182,035 ",30% ,United States,Chicago,
E03349,Adam He,Director,Accounting,Speciality Products,Male,Asian,35,2017-08-16,"$181,356 ",23% ,China,Beijing,
E03648,Vivian Hunter,Account Representative,Sales,Corporate,Female,Black,26,2019-08-21,"$66,084 ",0% ,United States,Seattle,
E02192,Lucy Avila,Solutions Architect,IT,Speciality Products,Female,Latino,43,2010-04-22,"$76,912 ",0% ,Brazil,Sao Paulo,
E03981,Eliana Li,Test Engineer,Engineering,Research & Development,Female,Asian,63,2018-05-07,"$67,987 ",0% ,United States,Miami,
E03262,Logan Mitchell,Analyst II,Marketing,Manufacturing,Male,Caucasian,65,2005-08-20,"$59,833 ",0% ,United States,Columbus,
E02716,Dominic Dinh,Sr. Manger,Marketing,Speciality Products,Male,Asian,45,2005-04-11,"$128,468 ",11% ,United States,Chicago,
E00245,Lucas Daniels,Manager,Sales,Corporate,Male,Black,42,2011-05-29,"$102,440 ",6% ,United States,Chicago,
E04123,Andrew Holmes,Vice President,IT,Speciality Products,Male,Black,59,2010-12-30,"$246,619 ",36% ,United States,Miami,
E03471,Julia Sandoval,Manager,Human Resources,Corporate,Female,Latino,42,2017-11-19,"$101,143 ",6% ,United States,Miami,
E00717,Kennedy Vargas,Business Partner,Human Resources,Manufacturing,Female,Latino,45,2005-10-14,"$51,404 ",0% ,Brazil,Manaus,2009-12-06
E01966,Thomas Williams,Field Engineer,Engineering,Speciality Products,Male,Caucasian,45,2015-11-21,"$87,292 ",0% ,United States,Columbus,
E03683,Raelynn Hong,Director,Marketing,Speciality Products,Female,Asian,28,2019-12-11,"$182,321 ",28% ,China,Beijing,
E03694,Eli Reed,Systems Analyst,IT,Corporate,Male,Caucasian,51,2014-02-27,"$53,929 ",0% ,United States,Miami,2017-12-22
E04766,Lyla Yoon,Vice President,Accounting,Manufacturing,Female,Asian,38,2012-12-13,"$191,571 ",32% ,United States,Austin,
E01465,Hannah White,Sr. Manger,Accounting,Corporate,Female,Caucasian,62,2009-01-30,"$150,555 ",13% ,United States,Phoenix,
E00206,Theodore Xi,Manager,Finance,Corporate,Male,Asian,52,2009-10-05,"$122,890 ",7% ,China,Shanghai,
E04088,Ezra Liang,Vice President,Finance,Research & Development,Male,Asian,52,1997-05-26,"$216,999 ",37% ,United States,Miami,
E02066,Grayson Yee,Manager,Human Resources,Corporate,Male,Asian,48,2015-07-16,"$110,565 ",9% ,China,Beijing,
E03227,Eli Richardson,IT Coordinator,IT,Speciality Products,Male,Caucasian,38,2015-04-19,"$48,762 ",0% ,United States,Seattle,
E03364,Audrey Lee,Development Engineer,Engineering,Speciality Products,Female,Asian,51,2017-02-11,"$87,036 ",0% ,China,Chongqing,
E00607,Jameson Allen,Director,Marketing,Speciality Products,Male,Caucasian,32,2016-11-28,"$177,443 ",16% ,United States,Seattle,
E02258,Eliza Chen,Enterprise Architect,IT,Research & Development,Female,Asian,36,2016-04-29,"$75,862 ",0% ,United States,Austin,
E03681,Lyla Chen,Sr. Business Partner,Human Resources,Research & Development,Female,Asian,45,2019-04-26,"$90,870 ",0% ,United States,Chicago,
E02298,Emily Doan,Engineering Manager,Engineering,Corporate,Female,Asian,32,2014-12-04,"$99,202 ",11% ,United States,Phoenix,
E02984,Jack Mai,Sr. Analyst,Marketing,Corporate,Male,Asian,45,2007-09-22,"$92,293 ",0% ,China,Chengdu,
E02440,Grayson Turner,Solutions Architect,IT,Corporate,Male,Caucasian,54,1992-06-30,"$63,196 ",0% ,United States,Chicago,2014-10-26
E04699,Ivy Tang,Development Engineer,Engineering,Speciality Products,Female,Asian,48,2012-05-03,"$65,340 ",0% ,China,Shanghai,2018-05-09
E03579,Robert Zhang,Vice President,Marketing,Corporate,Male,Asian,45,2015-09-24,"$202,680 ",32% ,United States,Phoenix,2022-08-17
E01649,Eva Alvarado,Computer Systems Manager,IT,Manufacturing,Female,Latino,46,2017-04-24,"$77,461 ",9% ,Brazil,Sao Paulo,
E04969,Abigail Vang,Operations Engineer,Engineering,Research & Development,Female,Asian,40,2016-09-09,"$109,680 ",0% ,China,Chengdu,
E00170,Claire Adams,Director,Sales,Manufacturing,Female,Black,61,1997-08-19,"$159,567 ",28% ,United States,Phoenix,
E00955,Theodore Marquez,Development Engineer,Engineering,Speciality Products,Male,Latino,54,2012-11-24,"$94,407 ",0% ,Brazil,Sao Paulo,
E00810,Hunter Nunez,Vice President,Human Resources,Corporate,Male,Latino,62,2002-08-16,"$234,594 ",33% ,United States,Seattle,
E02798,Charles Henderson,Systems Analyst,IT,Speciality Products,Male,Caucasian,48,2002-02-11,"$43,080 ",0% ,United States,Austin,
E04542,Camila Cortez,Manager,Marketing,Manufacturing,Female,Latino,29,2021-05-09,"$129,541 ",8% ,United States,Phoenix,2021-05-24
E02818,Aaron Garza,Director,Sales,Research & Development,Male,Latino,39,2013-12-27,"$165,756 ",28% ,United States,Columbus,2020-06-09
E02907,Jose Singh,Sr. Manger,Finance,Speciality Products,Male,Asian,44,2010-04-06,"$142,878 ",12% ,United States,Columbus,
E00023,Gabriel Joseph,Director,Engineering,Manufacturing,Male,Caucasian,52,2006-10-28,"$187,992 ",28% ,United States,Miami,
E02391,Natalia Santos,Vice President,Human Resources,Speciality Products,Female,Latino,45,2019-02-25,"$249,801 ",39% ,Brazil,Sao Paulo,
E01429,Dylan Wilson,Network Administrator,IT,Research & Development,Male,Caucasian,48,2006-09-27,"$76,505 ",0% ,United States,Seattle,2007-04-08
E00494,Robert Alvarez,Service Desk Analyst,IT,Corporate,Male,Latino,39,2016-10-21,"$84,297 ",0% ,Brazil,Manaus,
E00634,Samantha Chavez,Sr. Analyst,Sales,Speciality Products,Female,Latino,53,2017-01-09,"$75,769 ",0% ,Brazil,Manaus,2020-07-17
E01249,Samuel Bailey,Vice President,Accounting,Speciality Products,Male,Caucasian,41,2013-08-17,"$235,619 ",30% ,United States,Seattle,
E04683,Ezekiel Delgado,Director,Engineering,Speciality Products,Male,Latino,40,2020-02-07,"$187,187 ",18% ,Brazil,Manaus,
E04732,Benjamin Ramirez,Network Engineer,IT,Research & Development,Male,Latino,48,2005-07-27,"$68,987 ",0% ,United States,Chicago,2006-04-22
E03834,Anthony Carter,Director,Engineering,Speciality Products,Male,Caucasian,41,2007-03-15,"$155,926 ",24% ,United States,Columbus,2008-05-30
E02923,Ethan Tang,Sr. Analyst,Accounting,Speciality Products,Male,Asian,54,2016-05-04,"$93,668 ",0% ,United States,Chicago,
E02642,Sebastian Rogers,HRIS Analyst,Human Resources,Research & Development,Male,Caucasian,38,2019-11-29,"$69,647 ",0% ,United States,Miami,2022-04-20
E00981,Miles Thao,System Administrator ,IT,Corporate,Male,Asian,57,2003-06-26,"$63,318 ",0% ,United States,Columbus,
E04157,William Cao,Sr. Analyst,Marketing,Manufacturing,Male,Asian,63,2017-02-12,"$77,629 ",0% ,China,Beijing,
E03528,Leo Hsu,Sr. Manger,Human Resources,Manufacturing,Male,Asian,62,2017-11-22,"$138,808 ",15% ,China,Chongqing,
E04547,Avery Grant,Enterprise Architect,IT,Research & Development,Female,Caucasian,49,2014-03-05,"$88,777 ",0% ,United States,Chicago,
E04415,Penelope Fong,Director,Accounting,Corporate,Female,Asian,60,2004-05-14,"$186,378 ",26% ,China,Chongqing,
E04484,Vivian Thao,Quality Engineer,Engineering,Research & Development,Female,Asian,45,2015-04-23,"$60,017 ",0% ,United States,Chicago,
E02800,Eva Estrada,Sr. Manger,Sales,Speciality Products,Female,Latino,45,2018-07-24,"$148,991 ",12% ,Brazil,Sao Paulo,
E04926,Emma Luna,Field Engineer,Engineering,Speciality Products,Female,Latino,52,2008-03-25,"$97,398 ",0% ,Brazil,Manaus,
E01268,Charlotte Wu,Sr. Business Partner,Human Resources,Manufacturing,Female,Asian,63,2007-05-02,"$72,805 ",0% ,China,Shanghai,
E04853,Vivian Chu,Sr. Account Representative,Sales,Research & Development,Female,Asian,46,2021-01-17,"$72,131 ",0% ,China,Shanghai,
E01209,Jayden Williams,Manager,Human Resources,Manufacturing,Male,Caucasian,64,1992-12-26,"$104,668 ",8% ,United States,Columbus,
E02024,Amelia Bell,Sr. Analyst,Sales,Manufacturing,Female,Caucasian,53,2017-08-05,"$89,769 ",0% ,United States,Seattle,
E02427,Addison Mehta,Manager,Sales,Corporate,Female,Asian,27,2018-09-15,"$127,616 ",7% ,United States,Columbus,
E00276,Alexander Jackson,Manager,Human Resources,Corporate,Male,Caucasian,45,2012-07-09,"$109,883 ",7% ,United States,Columbus,
E00951,Everly Lin,Business Partner,Human Resources,Manufacturing,Female,Asian,25,2021-03-15,"$47,974 ",0% ,China,Chongqing,
E03248,Lyla Stewart,Sr. Manger,IT,Speciality Products,Female,Caucasian,43,2015-03-27,"$120,321 ",12% ,United States,Austin,
E04444,Brooklyn Ruiz,IT Coordinator,IT,Manufacturing,Female,Latino,61,2014-08-10,"$57,446 ",0% ,United States,Phoenix,
E02307,Skylar Evans,Director,Accounting,Research & Development,Female,Caucasian,42,2009-06-04,"$174,099 ",26% ,United States,Austin,
E02375,Lincoln Huynh,Sr. Manger,Finance,Manufacturing,Male,Asian,63,2002-02-08,"$128,703 ",13% ,United States,Austin,
E02276,Hazel Griffin,Field Engineer,Engineering,Corporate,Female,Caucasian,32,2015-11-09,"$65,247 ",0% ,United States,Phoenix,
E02649,Charles Gonzalez,Quality Engineer,Engineering,Research & Development,Male,Latino,27,2018-09-28,"$64,247 ",0% ,Brazil,Rio de Janerio,
E00503,Leah Patterson,Manager,Human Resources,Research & Development,Female,Caucasian,33,2012-06-11,"$118,253 ",8% ,United States,Austin,
E01706,Avery Sun,Operations Engineer,Engineering,Manufacturing,Female,Asian,45,2004-03-11,"$109,422 ",0% ,China,Chongqing,
E00676,Isaac Yoon,Manager,Human Resources,Corporate,Male,Asian,41,2019-02-06,"$126,950 ",10% ,United States,Chicago,
E02005,Isabella Bui,Enterprise Architect,IT,Manufacturing,Female,Asian,36,2014-11-21,"$97,500 ",0% ,United States,Miami,
E01895,Gabriel Zhou,IT Coordinator,IT,Manufacturing,Male,Asian,25,2021-01-17,"$41,844 ",0% ,China,Chongqing,
E01396,Jack Vu,Analyst II,Accounting,Research & Development,Male,Asian,43,2014-02-10,"$58,875 ",0% ,China,Chengdu,
E00749,Valentina Moua,Account Representative,Sales,Manufacturing,Female,Asian,37,2015-11-10,"$64,204 ",0% ,United States,Columbus,2021-04-20
E01941,Quinn Trinh,Analyst II,Sales,Corporate,Female,Asian,42,2010-05-09,"$67,743 ",0% ,China,Beijing,2014-12-25
E01413,Caroline Nelson,Sr. Account Representative,Sales,Speciality Products,Female,Black,60,1997-07-30,"$71,677 ",0% ,United States,Columbus,
E03928,Miles Dang,IT Coordinator,IT,Speciality Products,Male,Asian,61,2000-09-24,"$40,063 ",0% ,United States,Miami,
E04109,Leah Bryant,IT Coordinator,IT,Manufacturing,Female,Caucasian,55,2004-04-30,"$40,124 ",0% ,United States,Austin,
E03994,Henry Jung,Automation Engineer,Engineering,Manufacturing,Male,Asian,57,2018-02-26,"$103,183 ",0% ,United States,Austin,2021-07-09
E00639,Benjamin Mai,System Administrator ,IT,Corporate,Male,Asian,54,1998-06-15,"$95,239 ",0% ,United States,Phoenix,
E00608,Anna Han,Development Engineer,Engineering,Manufacturing,Female,Asian,29,2019-11-09,"$75,012 ",0% ,United States,Chicago,
E04189,Ariana Kim,Network Architect,IT,Manufacturing,Female,Asian,33,2014-06-29,"$96,366 ",0% ,China,Chengdu,
E02732,Alice Tran,Analyst,Marketing,Corporate,Female,Asian,39,2014-07-29,"$40,897 ",0% ,United States,Seattle,
E00324,Hailey Song,Manager,Finance,Research & Development,Female,Asian,37,2016-08-23,"$124,928 ",6% ,China,Chongqing,
E00518,Lydia Morales,Manager,Finance,Speciality Products,Female,Latino,51,2013-06-14,"$108,221 ",5% ,Brazil,Manaus,
E01286,Liam Sanders,Sr. Business Partner,Human Resources,Corporate,Male,Caucasian,46,2007-02-20,"$75,579 ",0% ,United States,Seattle,
E04564,Luke Sanchez,Sr. Manger,Human Resources,Manufacturing,Male,Latino,41,2015-12-27,"$129,903 ",13% ,Brazil,Sao Paulo,
E02033,Grace Sun,Director,Finance,Research & Development,Female,Asian,25,2021-04-17,"$186,870 ",20% ,China,Shanghai,
E00412,Ezra Banks,Analyst II,Sales,Research & Development,Male,Caucasian,37,2010-04-23,"$57,531 ",0% ,United States,Chicago,
E01844,Jayden Kang,Analyst,Finance,Research & Development,Male,Asian,46,2011-04-24,"$55,894 ",0% ,United States,Seattle,
E00667,Skylar Shah,Field Engineer,Engineering,Manufacturing,Female,Asian,42,2012-04-27,"$72,903 ",0% ,United States,Phoenix,
E02639,Sebastian Le,Analyst,Finance,Corporate,Male,Asian,37,2015-11-09,"$45,369 ",0% ,China,Beijing,
E00287,Luca Nelson,Manager,Finance,Speciality Products,Male,Caucasian,60,2010-06-15,"$106,578 ",9% ,United States,Miami,
E02235,Riley Ramirez,Sr. Business Partner,Human Resources,Research & Development,Female,Latino,52,1999-09-13,"$92,994 ",0% ,United States,Chicago,
E02720,Jaxon Fong,Sr. Analyst,Sales,Speciality Products,Male,Asian,59,1997-03-13,"$83,685 ",0% ,China,Beijing,
E03583,Kayden Jordan,Cloud Infrastructure Architect,IT,Research & Development,Male,Caucasian,48,2010-09-14,"$99,335 ",0% ,United States,Phoenix,
E01188,Alexander James,Sr. Manger,Human Resources,Manufacturing,Male,Caucasian,42,2013-04-18,"$131,179 ",15% ,United States,Columbus,
E02428,Connor Luu,Computer Systems Manager,IT,Speciality Products,Male,Asian,35,2016-05-03,"$73,899 ",5% ,China,Chengdu,
E03289,Christopher Lam,Vice President,Accounting,Manufacturing,Male,Asian,64,2013-03-29,"$252,325 ",40% ,United States,Columbus,
E01947,Sophie Owens,Analyst II,Finance,Research & Development,Female,Caucasian,30,2015-03-05,"$52,697 ",0% ,United States,Seattle,
E02024,Addison Perez,Operations Engineer,Engineering,Speciality Products,Female,Latino,29,2020-09-25,"$123,588 ",0% ,Brazil,Sao Paulo,
E04249,Hadley Dang,Vice President,Accounting,Corporate,Female,Asian,47,2021-12-26,"$243,568 ",33% ,United States,Austin,
E01090,Ethan Mehta,Director,Sales,Research & Development,Male,Asian,49,2001-07-20,"$199,176 ",24% ,United States,Phoenix,
E03830,Madison Her,Technical Architect,IT,Speciality Products,Female,Asian,56,1996-06-22,"$82,806 ",0% ,United States,Seattle,
E04363,Savannah Singh,Director,Marketing,Speciality Products,Female,Asian,53,1997-06-20,"$164,399 ",25% ,United States,Seattle,
E04920,Nevaeh Hsu,Sr. Manger,Human Resources,Manufacturing,Female,Asian,32,2017-04-14,"$154,956 ",13% ,United States,Phoenix,
E03866,Jordan Zhu,Sr. Manger,Marketing,Manufacturing,Male,Asian,32,2017-01-29,"$143,970 ",12% ,United States,Seattle,2017-12-09
E03521,Jackson Navarro,Director,Sales,Corporate,Male,Latino,52,2020-09-25,"$163,143 ",28% ,Brazil,Sao Paulo,
E04095,Sadie Patterson,Sr. Analyst,Accounting,Speciality Products,Female,Caucasian,38,2020-07-24,"$89,390 ",0% ,United States,Seattle,
E04079,Christopher Butler,Network Architect,IT,Manufacturing,Male,Caucasian,41,2017-10-05,"$67,468 ",0% ,United States,Miami,
E01508,Penelope Rodriguez,Engineering Manager,Engineering,Manufacturing,Female,Latino,49,2016-03-12,"$100,810 ",12% ,Brazil,Rio de Janerio,
E02259,Emily Lau,Sr. Analyst,Finance,Manufacturing,Female,Asian,35,2019-03-18,"$74,779 ",0% ,United States,Phoenix,
E04972,Sophie Oh,Network Engineer,IT,Corporate,Female,Asian,29,2017-11-09,"$63,985 ",0% ,United States,Miami,
